"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=rugosa&interval=Ordovician,Devonian"
"Access Time","Fri 2026-01-02 01:59:02 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","rugosa"
"","interval","Ordovician,Devonian"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.282"
"Records Found","9417"
"Records Returned","9417"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"10497","occ","","","603","Pseudamplexus sp.","genus","5819","","Pseudamplexus","genus","5819","Lochkovian","Zlichovian","419.62","393.47","25520"
"10498","occ","","","603","Spongophyllum sp.","genus","5933","","Spongophyllum","genus","5933","Lochkovian","Zlichovian","419.62","393.47","25520"
"10501","occ","","","603","Ramulophyllum sp.","genus","5860","","Ramulophyllum","genus","5860","Lochkovian","Zlichovian","419.62","393.47","25520"
"10502","occ","","","603","Dohmophyllum sp.","genus","5391","","Dohmophyllum","genus","5391","Lochkovian","Zlichovian","419.62","393.47","25520"
"10534","occ","","","604","Cylindrohelium profundum","genus","111327","species not entered","Cylindrophyllum","genus","5339","Emsian","","410.62","393.47","13440"
"10560","occ","","","605","? Breviphrentis sp.","genus","5235","","Breviphrentis","genus","5235","Emsian","","410.62","393.47","60970"
"10561","occ","","","605","Heterophrentis sp.","genus","5499","","Heterophrentis","genus","5499","Emsian","","410.62","393.47","60970"
"10749","occ","","","616","Rugosa indet.","subclass","5113","","Rugosa","subclass","5113","Eifelian","","393.47","387.95","61110"
"10750","occ","","","616","Zaphrentoides sp.","genus","6082","","Zaphrentoides","genus","6082","Eifelian","","393.47","387.95","61110"
"10751","occ","","","616","Syringaxon sp.","genus","5975","","Syringaxon","genus","5975","Eifelian","","393.47","387.95","61110"
"10765","occ","","","618","Rugosa indet.","subclass","5113","","Rugosa","subclass","5113","Eifelian","Givetian","393.47","382.31","61512"
"10771","occ","","","619","Rugosa indet.","subclass","5113","","Rugosa","subclass","5113","Eifelian","Givetian","393.47","382.31","61512"
"10773","occ","","","619","Xystriphyllum sp.","genus","6067","","Xystriphyllum","genus","6067","Eifelian","Givetian","393.47","382.31","61512"
"10812","occ","","","621","Rugosa indet.","subclass","5113","","Rugosa","subclass","5113","Eifelian","Givetian","393.47","382.31","61512"
"10836","occ","","","624","Cyathophyllum vermiculare","genus","5338","species not entered","Cyathophyllum","genus","5338","Early Givetian","","387.95","385.9","34755"
"10862","occ","","","626","Siphonophrentis sp.","genus","5909","","Siphonophrentis","genus","5909","Givetian","","387.95","382.31","61512"
"10863","occ","","","626","Disphyllum sp.","genus","5388","","Disphyllum","genus","5388","Givetian","","387.95","382.31","61512"
"10864","occ","","","626","Cylindrophyllum sp.","genus","5339","","Cylindrophyllum","genus","5339","Givetian","","387.95","382.31","61512"
"10865","occ","","","626","Grypophyllum sp.","genus","5468","","Grypophyllum","genus","5468","Givetian","","387.95","382.31","61512"
