"Data Provider","The Paleobiology Database"
"Data Source","The Paleobiology Database"
"Data License","Creative Commons CC0"
"License URL","https://creativecommons.org/publicdomain/zero/1.0/"
"Documentation URL","http://paleobiodb.org/data1.2/occs/list_doc.html"
"Data URL","http://paleobiodb.org/data1.2/occs/list.csv?datainfo&rowcount&base_name=labechiida"
"Access Time","Fri 2026-01-02 02:56:30 GMT"
"Title","PBDB Data Service"
"Parameters:"
"","base_name","labechiida"
"","timerule","major"
"","taxon_status","all"
"Elapsed Time","0.0173"
"Records Found","623"
"Records Returned","623"
"Records:"
"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","reference_no"
"73559","occ","","","5356","Stromatocerium pustulosum","genus","3440","species not entered","Stromatocerium","genus","3440","Shermanian","","457.3","449.6","317"
"73577","occ","","","5357","Stromatocerium pustulosum","genus","3440","species not entered","Stromatocerium","genus","3440","Shermanian","","457.3","449.6","317"
"73650","occ","","","5361","Stromatocerium pustulosum","genus","3440","species not entered","Stromatocerium","genus","3440","Shermanian","","457.3","449.6","317"
"73884","occ","","","5368","Dermatostroma cavernosum","genus","3371","species not entered","Dermatostroma","genus","3371","Shermanian","","457.3","449.6","317"
"73929","occ","","","5369","Stromatocerium pustulosum","genus","3440","species not entered","Stromatocerium","genus","3440","Shermanian","","457.3","449.6","317"
"73949","occ","","","5370","Stromatocerium pustulosum","genus","3440","species not entered","Stromatocerium","genus","3440","Franklinian","Edenian","457.3","450.2","317"
"73981","occ","","","5371","Stromatocerium pustulosum","genus","3440","species not entered","Stromatocerium","genus","3440","Franklinian","Edenian","457.3","450.2","317"
"74038","occ","","","5374","Dermatostroma scabra","genus","3371","species not entered","Dermatostroma","genus","3371","Maysvillian","","450.2","449.6","317"
"74039","occ","","","5374","Stromatocerium huronensis","genus","3440","species not entered","Stromatocerium","genus","3440","Maysvillian","","450.2","449.6","317"
"152470","occ","","","13592","Labechia conferta","species","328841","","Labechia conferta","species","328840","Sheinwoodian","","432.9","430.6","6128"
"152595","occ","","","13594","Labechia conferta","species","328841","","Labechia conferta","species","328840","Sheinwoodian","","432.9","430.6","6128"
"152877","occ","","","13599","Labechia conferta","species","328841","","Labechia conferta","species","328840","Homerian","","430.6","426.7","6128"
"152944","occ","","","13600","Labechia conferta","species","328841","","Labechia conferta","species","328840","Homerian","","430.6","426.7","6128"
"153204","occ","","","13603","Labechia conferta","species","328841","","Labechia conferta","species","328840","Gorstian","","426.7","425","6128"
