min_ma,max_ma,r_number,name,country,formation,system,series,intervall,time_slice,reliabilit,subsurface,type,thickness,m_thick,width,m_width,extension,m_ext,ext_belt
307,315.2,1489,"Gradac, Serbia",Yugoslavia,Stolice,Carboniferous,Pennsylvanian,Moscovian,13,2,0,2,2,,,,2,,
145,163.5,511,"Vjetarnik, Montenegro",Yugoslavia,,Jurassic,Upper Jurassic,Upper Jurassic,21,1,0,1,2,,,,4,,15
152.1,157.3,4329,Lanckorona,Poland,Unknown,Jurassic,Upper Jurassic,lower Kimmeridgian,21,1,0,1,2,,2,,,,
315.2,323.2,1488,"Krupanj, Serbia",Yugoslavia,Rudine,Carboniferous,Pennsylvanian,Bashkirian,13,3,0,2,2,36,1,20,2,30,
242,247.2,209,"Pogorzyce, Silesia",Poland,Karchowice Beds,Triassic,Middle Triassic,upper Anisian,17,3,0,2,1,1,1,,1,14,150
86.3,89.8,1189,Selca,Albania,,Cretaceous,Upper Cretaceous,Coniacian,25,2,0,4,2,,,,4,,20
445.2,451,1738,"Boda Mounds 1, north of Gotland",Sweden,,Ordovician,Upper Ordovician,Ashgillian,5,2,1,3,2,,,,2,,100
157.3,163.5,3438,"Birow + Dymnik + Niegowonice + Wysoka, Polish Jura",Poland,Zawodzie,Jurassic,Upper Jurassic,middle Oxfordian,21,3,0,2,2,,,,2,,110
157.3,157.3,3436,"Dobrogoszczyce, Polish Jura",Poland,,Jurassic,Upper Jurassic,Oxfordian/Kimmeridgian,21,2,0,2,,,,,,,110
72.1,86.3,1187,Kruja,Albania,,Cretaceous,Upper Cretaceous,Santonian/Campanian,25,2,0,4,2,,,,4,,100
242,247.2,525,Olkusz,Poland,,Triassic,Middle Triassic,Anisian,17,2,0,2,1,,,,1,,150
201.3,208.5,2136,"Bobrovcek, W Tatra",Slovakia,,Triassic,Upper Triassic,Rhaetian,18,3,0,4,1,5,,,3,,20
157.3,163.5,425,"Podzamcze+Smolen, Zegarowe",Poland,Zegarowe,Jurassic,Upper Jurassic,upper Oxfordian,21,3,0,2,2,,2,,3,,110
358.9,372.2,2720,"Krzeszowice, Krakow",Poland,,Devonian,Upper Devonian,Strunian,11,3,0,4,2,,,,3,,
157.3,163.5,3492,"Kodrab, W Holy Cross Mountains",Poland,,Jurassic,Upper Jurassic,upper Oxfordian,21,3,0,1,1,,,,,,
295,298.9,1491,"Vis-Bobova, Serbia",Yugoslavia,,Permian,Cisuralian,Asselian,14,2,0,3,2,,,,2,,
157.3,163.5,902,Mlynka,Poland,,Jurassic,Upper Jurassic,Oxfordian,21,2,0,3,2,,,,2,,110
56,59.2,1249,Zelten Field,Libya,,Paleogene,Paleocene,Upper Paleocene,27,3,1,3,2,15,,,4,,10
201.3,208.5,212,Korfu,Greece,,Triassic,Upper Triassic,Rhaetian,18,2,0,1,1,,,,2,,
208.5,214,4359,Sirogojno Melange in the Zlatibor Mountain,Serbia,Unknown,Triassic,Upper Triassic,Sevatian,18,3,0,1,1,6,1,,,,
208.5,228,1494,"Vapa, Zlatibor, Serbia",Yugoslavia,,Triassic,Upper Triassic,Norian,18,2,0,2,2,,,,2,,10
227,242,1495,"Veliki Krs, Zlatibor, Serbia",Yugoslavia,,Triassic,Middle Triassic,Ladinian/Carnian,17,2,0,1,2,,,,2,,
157.3,163.5,3491,"Sulejow, NW Holy Cross Mountains",Poland,,Jurassic,Upper Jurassic,upper Oxfordian,21,3,0,1,1,,,,,,
89.8,100.5,1496,"Ravanjsko Polje, Zlatibor Mt., Serbia",Yugoslavia,,Cretaceous,Upper Cretaceous,Cenomanian/Turonian,25,2,0,2,2,,,,2,,
152.1,157.3,3493,"Dobromierz, NW Holy Cross Mountains",Poland,,Jurassic,Upper Jurassic,lower Kimmeridgian,21,3,0,1,1,,,,,,
201.3,208.5,3528,"Sarnia Skala, Maly Kopieniec, Carpathians",Poland,,Triassic,Upper Triassic,Rhaetian,18,2,0,2,1,,1,,1,,
113,129.4,3529,"Giewont, Kobylarz, Wysoka Turnia, Carpathians",Poland,,Cretaceous,Lower Cretaceous,Barremian-Aptian,23,2,0,,,,,,,,
72.1,86.3,1188,Tomorri Mountain,Albania,,Cretaceous,Upper Cretaceous,Santonian/Campanian,25,2,0,4,2,,,,4,,100
201.3,208.5,3625,Tatra Mountains,Slovakia,,Triassic,Upper Triassic,Rhaetian,18,3,0,1,1,,,,3,,20
83.6,89.8,2616,"Skrapez and Pocuta Reefs, E Serbia",Yugoslavia,,Cretaceous,Upper Cretaceous,Coniacian/Santonian,25,2,0,4,1,,,,,,
152.1,163.5,4330,Sulow,Poland,Unknown,Jurassic,Upper Jurassic,Oxfordian-Kimmeridgian,21,1,0,1,2,,2,,,,
83.6,86.3,2617,"Pieninski, Carpathians",Poland,,Cretaceous,Upper Cretaceous,Santonian,25,2,0,2,,,,,,,
152.1,157.3,3489,"Bukova, S Holy Cross Mountains",Poland,,Jurassic,Upper Jurassic,lower Kimmeridgian,21,3,0,1,1,,,,2,,
72.1,86.3,1192,Polis,Albania,,Cretaceous,Upper Cretaceous,Santonian/Campanian,25,2,0,4,2,,,,4,,200
11.6,12.7,1705,Lysakow,Poland,,Neogene,Miocene,Sarmatian,31,3,0,2,2,,,,2,,80
382.7,387.7,3840,"Kielce area, Dyminy reef, Holy Cross Mts.",Poland,Kowala,Devonian,Middle Devonian,middle-upper Givetian,10,2,0,4,2,,,,2,,
89.8,100.5,1190,Kukes,Albania,,Cretaceous,Upper Cretaceous,Cenomanian/Turonian,25,1,0,4,1,,,,3,,50
72.1,86.3,1191,Kukes II,Albania,,Cretaceous,Upper Cretaceous,Santonian/Campanian,25,2,0,4,1,,,,3,,50
145,152.1,523,"Beograd, Serbia",Yugoslavia,,Jurassic,Upper Jurassic,Tithonian,22,2,0,1,2,,,,3,,25
298.9,303.7,2288,Nagyvisnyó,Hungary,,Carboniferous,Pennsylvanian,Gzhelian,14,1,0,3,1,,,,,,
56,59.2,747,Haligovka,Slovakia,,Paleogene,Paleocene,Thanetian,27,2,0,1,1,,,,2,,5
152.1,157.3,630,Sobkow,Poland,,Jurassic,Upper Jurassic,Kimmeridgian,21,2,0,1,2,,,,4,,30
157.3,163.5,4328,Roztoka (S1),Poland,Hradiste,Jurassic,Upper Jurassic,Oxfordian,21,1,0,1,2,,2,,,,
56,59.2,4411,Vel-ky Lipnik,Slovakia,unknown,Paleogene,Paleocene,early Thanetian,27,3,0,1,2,11,2,40,3,200,20
237,242,174,Bükk Mountains,Hungary,Wetterstein Limestone,Triassic,Middle Triassic,upper Ladinian,17,3,0,1,2,,,,3,,15
423,433.4,4129,Saaremaa,Sweden,Unknown,Silurian,,Wenlockian-Ludlovian,7,3,0,3,2,,4,2000,4,,8
13.8,16,732,Mt. Lysa,Poland,,Neogene,Miocene,Badenian,31,3,0,4,1,,,,2,,
227,242,3418,"Aggteleker Karst, Western Carpathians",Hungary,Wetterstein Limestone,Triassic,Middle Triassic,Ladinian-Carnian,17,2,0,1,,,,,,,
382.7,387.7,3842,Soltysia Gora,Poland,Kowala,Devonian,Middle Devonian,Givetian,10,2,0,4,,,,,,,
237,247.2,477,"Josvafo, Aggtelek Karst",Hungary,,Triassic,Middle Triassic,Anisian-Ladinian,17,3,0,2,,,,,,,
237,247.2,4057,Aggtelek,Hungary,Steinalm,Triassic,Middle Triassic,Anisian-Ladinian,17,1,0,2,3,,3,,,,
237,247.2,4059,Aggtelek,Hungary,Jenei,Triassic,Middle Triassic,Anisian-Ladinian,17,3,0,2,3,,3,,3,,
251.9,254.1,608,Bolechowice,Poland,,Permian,Lopingian,Zechstein,16,2,0,2,2,,,,2,,300
13.8,16,733,Chomentow,Poland,,Neogene,Miocene,Badenian,31,3,0,2,1,10,,,2,,
227,242,170,Silica Plateau,Slovakia,Wetterstein Limestone,Triassic,Middle Triassic,Ladinian/Carnian,17,2,0,2,3,,,,4,,10
372.2,387.7,3841,"Sitkowka-Kostrzewa Quarry, Dyminy reef, Kielce",Poland,Kowala,Devonian,Middle Devonian,Givetian-Frasnian,10,2,0,4,2,,,,,,
372.2,382.7,3426,"Dyminy reef, Grabina, Kielce, Holy Cross Mts.",Poland,Kowala,Devonian,Upper Devonian,middle-late Frasnian,10,3,0,,2,,,,,,
208.5,228,169,Zádial Plateau,Slovakia,,Triassic,Upper Triassic,Norian,18,2,0,1,2,,,,3,,200
372.2,382.7,1556,"Kadzielnia, Kielce, Holy Cross Mts.",Poland,Kowala,Devonian,Upper Devonian,early Frasnian,10,3,0,2,2,50,,,2,,10
323.2,336,478,Szendrö,Hungary,,Carboniferous,Mississippian,Visean/Serpukhovian,12,2,0,,3,,,,3,,5
139.8,152.1,2918,"Suva Planina, Serbia",Yugoslavia,,Jurassic,Upper Jurassic,Tithonian-Berriasian,22,1,0,1,,,,,,,
132.9,145,2919,"Suva Planina, Serbia",Yugoslavia,,Cretaceous,Lower Cretaceous,Berriasian-Valanginian,22,1,0,1,,,,,,,
145,152.1,3441,"Sienna, Roznow, Stramberk blocks in flysch",Poland,,Jurassic,Upper Jurassic,late Titonian,22,,0,1,,,,,,,
56,59.2,2204,Intisar A- Field,Libya,Sabil,Paleogene,Paleocene,Upper Paleocene,27,2,1,1,3,160,,,3,,
13.8,16,3227,"Grobie, Holy Cross Mts.",Poland,Pinczów,Neogene,Miocene,lower Badenian,31,3,0,1,1,5,1,,2,,
83.6,89.8,3615,"Kamilja Reef, Leposavic, SW Serbia",Yugoslavia,,Cretaceous,Upper Cretaceous,Coniacian/Santonian,25,2,0,2,2,,2,,,,
237,242,168,"Háj, Zádial Plateau",Slovakia,,Triassic,Middle Triassic,Ladinian,17,2,0,2,4,,,,4,,5
56,59.2,2205,Intisar D- Field,Libya,,Paleogene,Paleocene,Upper Paleocene,27,2,1,2,3,300,,,4,5000,
152.1,157.3,632,Niwki,Poland,,Jurassic,Upper Jurassic,Kimmeridgian,21,2,0,1,2,,,,3,,
157.3,163.5,3490,"Sniadkow, N Holy Cross Mountains",Poland,,Jurassic,Upper Jurassic,upper Oxfordian,21,3,0,1,1,,,,,,
20.4,23,1991,Jabal al Akhdar,Libya,,Neogene,Miocene,Aquitanian,30,2,0,2,2,,,,2,,
443.4,458.4,4159,Bernatai,Lettland,Unknown,Ordovician,Upper Ordovician,Upper Ordovician,5,1,0,,,,,,,,
28.1,33.9,3798,"Doutsiko, Mesohellenic Basin",Greece,Eptachorion,Paleogene,Oligocene,Rupelian,29,2,0,,2,65,3,300,3,400,
0,0,4217,Lysakow bryozoan reef,Poland,unknown,Quarternary,Holocene,Holocene,34,1,0,1,1,1,1,3,1,3,
145,152.1,522,"Kursumlijska banja, Serbia",Yugoslavia,,Jurassic,Upper Jurassic,Tithonian,22,2,0,1,2,,,,3,,25
382.7,387.7,2313,"Jurkowice-Budy, Góry Swietokrzyskie",Poland,,Devonian,Middle Devonian,lower Givetian,10,3,0,4,1,,,,2,,
443.4,458.4,4160,Adze-6,Lettland,Unknown,Ordovician,Upper Ordovician,Upper Ordovician,5,1,0,1,,,,,,,
152.1,157.3,631,Ropczyce,Poland,,Jurassic,Upper Jurassic,Kimmeridgian,21,2,0,1,2,,,,3,,
113,125,4304,Reşiţa?�Moldova Nouă zone,Romania,Valea Minişului,Cretaceous,Lower Cretaceous,middle Aptian,24,3,0,4,2,42,2,,4,1100,1.1
145,152.1,519,"Popovac, Serbia",Yugoslavia,,Jurassic,Upper Jurassic,Tithonian,22,2,0,1,2,,,,3,,25
157.3,163.5,3488,"Baltow I, N Holy Cross Mountains",Poland,,Jurassic,Upper Jurassic,upper Oxfordian,21,3,0,4,1,,,,,,
423,425.6,2793,"Ventspils, NW-Latvia",Latvia,Ventspils,Silurian,Ludlow,upper Ludlovian,7,3,0,1,2,38,,,,,
72.1,86.3,3104,"Agios Christophoros I, Prolemais",Macedonia,,Cretaceous,Upper Cretaceous,Santonian/Campanian,25,2,0,2,1,2,1,,1,,
13.8,16,1132,Niechobrz,Poland,,Neogene,Miocene,Badenian,31,3,0,2,1,,,,1,,20
113,125,1097,Anina,Romania,,Cretaceous,Lower Cretaceous,Aptian,23,2,0,1,3,,,,4,,50
145,152.1,516,"Majdanpek, Serbia",Yugoslavia,,Jurassic,Upper Jurassic,Tithonian,22,2,0,1,2,,,,3,,75
145,152.1,520,"Bogovina, Serbia",Yugoslavia,,Jurassic,Upper Jurassic,Tithonian,22,2,0,1,2,,,,3,,25
72.1,83.6,2646,"Moukharemi, Edessa",Macedonia,,Cretaceous,Upper Cretaceous,Campanian,26,2,0,,,,,,,,
430.5,433.4,1736,"Undva, Saaremaa",Estonia,Padla,Silurian,Wenlock,lower Wenlock,7,3,0,2,1,,,,1,,
13.8,16,1133,Olimpow,Poland,,Neogene,Miocene,Badenian,31,3,0,2,1,,,,1,,20
13.8,16,959,Roztocze II,Poland,,Neogene,Miocene,Badenian,31,3,0,2,1,,,,2,,20
66,72.1,2648,"Vrbovac, Bacevica, Serbia",Yugoslavia,Vrbovac Beds,Cretaceous,Upper Cretaceous,Maastrichtian,26,2,0,2,,,,,,,
425.6,427.4,1734,W-Saaremaa,Estonia,Padla,Silurian,Ludlow,lower Ludlovian,7,3,0,4,,,,,,,
251.9,254.1,307,Silale,Lithuania,,Permian,Lopingian,Zechstein,16,2,0,2,2,,,,4,,500
11.6,12.7,1704,Potoczek,Poland,,Neogene,Miocene,Sarmatian,31,3,0,2,1,,,,1,,80
13.8,16,1134,Bledowa Tyczynska,Poland,,Neogene,Miocene,Badenian,31,3,0,2,1,,,,1,,20
125,129.4,1970,"Boljevac, Arnaut River",Yugoslavia,,Cretaceous,Lower Cretaceous,late Barremian,23,3,0,4,2,,,,2,,100
145,152.1,517,"Rgotina, Serbia",Yugoslavia,,Jurassic,Upper Jurassic,Tithonian,22,2,0,1,2,,,,3,,75
11.6,12.7,676,Roztocze,Poland,,Neogene,Miocene,Sarmatian,31,3,0,2,2,,,,2,,100
145,152.1,518,"Vrska cuka, Serbia",Yugoslavia,,Jurassic,Upper Jurassic,Tithonian,22,2,0,1,2,,,,3,,50
208.5,228,94,"Negaia Hill, Cimp Moti, Vascau",Romania,,Triassic,Upper Triassic,Norian,18,2,0,2,2,,,,3,,5
113,129.4,1314,"Pirot, Serbia",Yugoslavia,,Cretaceous,Lower Cretaceous,Barremian/Aptian,23,2,0,1,2,,,,3,,30
419.2,423,4116,Pavasaris and South Bliudziai,Lithuania,,Silurian,Pridoli,lower Pridolian,8,3,1,1,2,40,3,1000,4,1500,1.5
145,152.1,521,"Zvonacka banja, Serbia",Yugoslavia,,Jurassic,Upper Jurassic,Tithonian,22,2,0,1,2,,,,3,,
120,125,1706,Arachowa,Greece,,Cretaceous,Lower Cretaceous,lower Aptian,23,3,0,2,,,,,,,
66,72.1,2645,Antikyra,Greece,,Cretaceous,Upper Cretaceous,middle Maastrichtian,26,3,0,4,1,,,,2,,
38,47.8,3348,Dernah-Tubruq Road,Libya,Derna Limestone,Paleogene,Eocene,Middle Eocene,28,2,0,,,,,,,,
139.8,152.1,2913,Bihor Mountains,Romania,,Jurassic,Upper Jurassic,Tithonian-Berriasian,22,2,0,,,,,,,,
443.4,445.2,2494,Hiiumaa,Estonia,Arina,Ordovician,Upper Ordovician,lower Hirnantian,5,3,0,,1,10,1,,2,200,60
11.6,12.7,3576,"Plopis Mountains, Simleu Basin, Salaj",Romania,unknown,Neogene,Miocene,Sarmatian,31,3,0,2,1,10,1,,1,,
139.8,152.1,3527,"Kruhel Wielki, Przemysl, Skole nappe",Poland,,Jurassic,Upper Jurassic,Tithonian-Berriasian,22,2,0,1,,,,,,,
323.2,330.9,2131,"Minkowice, Lublin Basin",Poland,,Carboniferous,Mississippian,Serpukhovian,12,3,1,3,2,35,,,3,,
139.8,145,3925,"Lyubasha Mountain, Lyalintsi",Bulgaria,Slivnitsa,Cretaceous,Lower Cretaceous,Berriasian,22,2,0,2,2,,2,,2,,
132.9,139.8,3926,"Lyubasha Mountain II, Lyalintsi",Bulgaria,Slivnitsa,Cretaceous,Lower Cretaceous,Valanginian,23,2,0,2,2,,2,,2,,
430.5,433.4,2462,N-Saarema,Estonia,,Silurian,Wenlock,middle Wenlock,7,3,0,1,2,,,,4,,90
72.1,86.3,2644,Kiriaki,Greece,,Cretaceous,Upper Cretaceous,Santonian-Campanian,25,1,0,4,1,,,,1,,
237,242,408,Apuseni Mts.,Romania,,Triassic,Middle Triassic,Ladinian,17,2,0,1,3,,,,3,,25
72.1,83.6,2736,"Garlo, Breznik",Bulgaria,,Cretaceous,Upper Cretaceous,Campanian,26,2,0,1,2,30,,,3,,15
201.3,204,2987,Apuseni Mts.,Romania,,Triassic,Upper Triassic,upper Rhaetian,18,3,0,1,,,,,,,
120,125,3439,"Livadia + Perakhorion, Helicon Mountains, Boeotia",Greece,,Cretaceous,Lower Cretaceous,lower Aptian,23,3,0,2,,,,,,,
100.5,113,3531,"Analipsis (Sourpi), Boeotia",Greece,,Cretaceous,Lower Cretaceous,lower-middle Albian,24,3,0,4,1,2,1,,1,,
83.6,86.3,3141,"Chironaa, Boetia",Greece,,Cretaceous,Upper Cretaceous,upper Santonian,25,3,0,1,2,,2,,2,,1
251.9,254.1,2005,Kudirkos-Naumestis,Lithuania,,Permian,Lopingian,Zechstein,16,2,1,3,,70,,,,,50
419.2,423,3555,"Kudirka atoll structure, Vilkaviskis",Lithuania,,Silurian,Pridoli,Pridoli,8,2,1,2,2,88,4,,4,,8
242,247.2,2984,"Oreokastro, Thessaloniki",Greece,,Triassic,Middle Triassic,Anisian,17,2,0,1,,,,,,,
100.5,113,2642,"Koronia, Helicon Mountains",Greece,,Cretaceous,Lower Cretaceous,middle Albian,24,3,0,1,2,,,,2,,
440.8,443.4,2792,"Hilleste, Hiiumaa Island",Estonia,Hilleste,Silurian,Llandovery,upper Rhuddanian,6,3,0,1,,,,,,,
113,125,3440,"Evangelistria-Mount Diakopi, Helicon Mountains",Greece,,Cretaceous,Lower Cretaceous,Aptian,23,2,0,1,2,,,,2,,
208.5,228,474,Epidauros,Greece,,Triassic,Upper Triassic,Norian,18,2,0,2,2,,,,2,,5
208.5,228,11,"Sarmeika reef, Argolis",Greece,Pantokrator,Triassic,Upper Triassic,Norian,18,2,0,1,3,,,,4,,10
89.8,93.9,3121,"Akros Massif, Argolis",Greece,,Cretaceous,Upper Cretaceous,Turonian,25,3,0,4,2,,2,,2,,
93.9,100.5,2009,Epidauros,Greece,,Cretaceous,Upper Cretaceous,upper Cenomanian,24,3,0,4,2,,,,3,,10
152.1,157.3,4283,"Cioclovina?�Bănita area, MFT2",Romania,Unknown,Jurassic,Upper Jurassic,Kimmeridgian,21,2,0,1,2,,2,,,,
254.1,259.8,332,Argolis,Greece,,Permian,Lopingian,Dzhulfian,16,2,0,2,1,,,,1,,
13.8,16,1625,Okhrid,Bulgaria,,Neogene,Miocene,upper Badenian,31,3,0,1,2,15,,,3,,
83.6,86.3,2618,Padurea Mts.,Romania,Rosia-Bihor,Cretaceous,Upper Cretaceous,Santonian,25,2,0,,,,,,,,
86.3,93.9,2643,"Marmeko, Boeotia",Greece,,Cretaceous,Upper Cretaceous,Turonian/Coniacian,25,1,0,4,1,,,,1,,
28.1,33.9,1096,Cozla and Jibou,Romania,,Paleogene,Oligocene,Rupelian,29,3,0,1,2,20,,,4,,10
83.6,86.3,3428,"Mt. Ptoon, Marmeiko, Booetia",Greece,,Cretaceous,Upper Cretaceous,Santonian,25,2,0,2,2,,2,,,,
41.3,47.8,3661,"Jibou area, serpulid-algal bioherm",Romania,,Paleogene,Eocene,Lutetian,28,2,0,,,,,,,,
11.6,12.7,3577,"Schela, S Carpathians, Gorj",Romania,,Neogene,Miocene,Sarmatian,31,3,0,2,1,,1,,1,,
430.5,433.4,1737,"Kesselaid Mound, Muhu Island",Estonia,,Silurian,Wenlock,lower Wenlock,7,3,0,2,1,,,,1,,
208.5,228,2823,NE-Evvoia,Greece,Pantokrator,Triassic,Upper Triassic,Norian,18,2,0,1,,,,,,,
145,157.3,2822,NE-Evvoia,Greece,Xiron,Jurassic,Upper Jurassic,Kimmeridgian-Tithonian,21,2,0,1,2,20,,,4,,
251.9,254.1,3526,Hydra,Greece,Episkopi,Permian,Lopingian,Changhsingian,16,3,0,2,1,,1,,1,,
295,298.9,315,Hydra,Greece,,Permian,Cisuralian,upper Asselian,14,2,0,3,2,,,,3,,5
440.8,443.4,3669,"Haapsalu area, Hilliste bioherm type 2, Ridala Pen",Estonia,Hilleste,Silurian,Llandovery,middle Rhuddanian,6,3,0,1,1,6,,,1,,
33.9,38,4338,Letca and Băbeni?�Cuciulat,Romania,Cozla,Paleogene,Eocene,Priabonian,29,1,0,2,2,55,,,,,
13.8,16,1624,Bivolare,Bulgaria,,Neogene,Miocene,lower Badenian,31,3,0,1,2,15,,,2,,
145,157.3,1713,"Kokhanovka, Lvov",Ukraine,,Jurassic,Upper Jurassic,Kimmeridgian-Tithonian,21,2,1,1,3,,,,4,,250
440.8,443.4,1808,"Pusku-Suurekivi, Ridala Peninsula",Estonia,Ridala,Silurian,Llandovery,Rhuddanian,6,3,0,1,1,7,,,1,,
125,129.4,1969,"Ugolka, Carpathians",Ukraine,,Cretaceous,Lower Cretaceous,Barremian,23,2,0,2,2,150,,,2,100,100
242,247.2,2784,Hydra,Greece,Eros Limestone,Triassic,Middle Triassic,middle Anisian,17,3,0,2,3,120,,,4,,10
7.3,11.6,3282,"Khania, Crete",Greece,Roka,Neogene,Miocene,Tortonian,32,3,0,1,1,,1,,2,,
228,230,2,Hydra,Greece,Pantokrator Limestone,Triassic,Upper Triassic,upper Carnian,18,2,0,1,3,,,,4,,9
13.8,16,1623,"Podeni, Cluj",Romania,Girbova de Sus,Neogene,Miocene,lower Badenian,31,3,0,1,1,,,,1,,20
423,427.4,1112,Brest,Belarus,,Silurian,Ludlow,Ludlovian,7,1,0,4,1,,,,3,,50
433.4,443.4,1113,Brest II,Belarus,,Silurian,,Llandovery,6,1,0,4,1,,,,4,,50
410.8,419.2,1114,Brest III,Belarus,,Devonian,Lower Devonian,Lochkovian,8,1,0,4,1,,,,4,,50
423,433.4,2323,Brest II,Belarus,,Silurian,,Wenlock/Ludlow,7,1,1,4,3,,,,3,,50
145,152.1,3232,"Cheile Turzii, Cluj",Romania,Sandulesti,Jurassic,Upper Jurassic,Tithonian,22,1,0,1,2,90,2,,3,,
145,157.3,2168,Rudky,Ukraine,,Jurassic,Upper Jurassic,Kimmeridgian-Tithonian,21,1,0,1,2,,,,2,,250
13.8,16,1130,Torgov,Ukraine,,Neogene,Miocene,Badenian,31,2,0,2,1,,,,1,,50
145,157.3,1714,"Letnya, Lvov, U",Ukraine,,Jurassic,Upper Jurassic,Kimmeridgian-Tithonian,21,2,1,1,3,,,,4,,250
12.5,13.8,825,Miodobor (Medobory),Ukraine,,Neogene,Miocene,lower Sarmatian,31,3,0,,,,,,,,
13.8,16,1126,Miodobor (Medobory),Ukraine,,Neogene,Miocene,upper Badenian,31,3,0,2,2,,,,2,,50
251.9,254.1,305,Alytus,Lithuania,,Permian,Lopingian,Zechstein,16,2,0,2,2,,,,4,,500
7.3,11.6,3420,"Gavdos Island, South Greece",Greece,,Neogene,Miocene,Tortonian,32,3,0,1,1,,1,,2,,
451,458,1735,Vasalemma,Estonia,Padla,Ordovician,Upper Ordovician,Caradocian,5,2,0,3,1,10,,,2,60,
453,458.4,4053,Vasalemma Nordkalk quarry,Estonia,Vasalemma,Ordovician,Upper Ordovician,Sandbian,5,1,0,2,2,15,,,4,2.3,
251.9,254.1,306,"Jonava, Pashulyai",Lithuania,,Permian,Lopingian,Zechstein,16,2,1,2,2,70,,,4,,500
251.9,254.1,255,Skyros,Greece,,Permian,Lopingian,Changhsingian,16,3,0,4,2,,,,3,,5
145,157.3,2259,Nadwornaja,Ukraine,,Jurassic,Upper Jurassic,Kimmeridgian-Tithonian,21,2,1,1,3,,,,4,,250
61.6,66,2627,Libyan Desert,Egypt,,Paleogene,Paleocene,Danian,27,2,0,,1,,,,,,
419.2,423,1715,Gorokhov,Ukraine,,Silurian,,Upper Silurian,8,2,1,,,,,,,,
132.9,139.8,2834,"Transsylvania, South Carpathians",Romania,,Cretaceous,Lower Cretaceous,Valanginian,23,1,0,1,1,,,,2,,
125,129.4,4007,"Goznitsa, Lovech",Bulgaria,Smochan,Cretaceous,Lower Cretaceous,upper Barremian,23,3,0,4,1,,1,,2,,5
5.3,11.6,3281,"Matala, Crete",Greece,Varvara,Neogene,Miocene,Tortonian-Messinian,32,2,0,1,1,4,2,,3,,
445.2,453,2962,Pirgu,Estonia,Pirgu,Ordovician,Upper Ordovician,late Katian,5,3,0,3,,,,,,,
13.8,16,1131,Bogutin,Ukraine,,Neogene,Miocene,Badenian,31,2,0,2,1,,,,1,,50
152.1,157.3,3922,"Miamou, Crete",Greece,Miamou,Jurassic,Upper Jurassic,Kimmeridgian,21,2,0,1,,,,,,,
720,850,2089,"Sarronvarre, Prosanger Fjord",Norway,Porsanger Dolomite,Ediacaran,Ediacaran,Riphean,0,2,0,3,2,15,,,1,,25
9,11.6,3280,"Psalidah, Messara Basin, Crete",Greece,Ambelouzos,Neogene,Miocene,lower Tortonian,32,3,0,1,2,15,2,,3,,
423,425.6,2794,Lativia,Latvia,Ventspils,Silurian,Ludlow,upper Ludlovian,7,3,0,1,2,,,,,,
372.2,382.7,2978,Unknown Locality,Latvia,Shigrov-Semiluki,Devonian,Upper Devonian,Frasnian,10,2,0,1,1,2,1,,1,,
11.6,16,901,Salum,Egypt,,Neogene,Miocene,Middle Miocene,31,2,0,2,2,,,,3,,100
139.8,152.1,1091,Piatra Craiului,Romania,,Jurassic,Upper Jurassic,Tithonian/Berriasian,22,2,0,1,3,400,,,4,,20
152.1,157.3,3076,Piatra Craiului II,Romania,,Jurassic,Upper Jurassic,Kimmeridgian,21,2,0,1,3,300,,,4,,20
152.1,157.3,2167,Lopushna,Ukraine,,Jurassic,Upper Jurassic,Kimmeridgian,21,1,0,1,2,,,,2,,250
125,129.4,4013,Novo Selo,Bulgaria,Emen,Cretaceous,Lower Cretaceous,lower Barremian,23,3,0,4,1,,2,,2,,
720,850,2088,"Hestnesfjell, Prosanger Fjord",Norway,Porsanger Dolomite,Ediacaran,Ediacaran,Riphean,0,2,0,4,2,16,,,4,,25
227,242,409,Brasov,Romania,,Triassic,Middle Triassic,Ladinian/Carnian,17,2,0,1,3,,,,3,,
125,129.4,4008,Veliko Tarnovo,Bulgaria,Emen,Cretaceous,Lower Cretaceous,lower Barremian,23,3,0,1,2,,2,,2,,
425.6,427.4,2410,Podolia,Ukraine,Malinovtsii,Silurian,Ludlow,lower Ludlovian,7,3,0,2,1,3,,,1,,
11.6,12.7,1128,Zbarazh II,Ukraine,,Neogene,Miocene,Sarmatian,31,2,0,4,2,,,,2,,1
13.8,16,1129,Horodnica,Ukraine,,Neogene,Miocene,Badenian,31,2,0,2,1,,,,1,,50
427.4,433.4,2403,"Podolia, Demshin",Ukraine,Fourmanivka,Silurian,Wenlock,Wenlock,7,2,0,2,,,,,,,
13.8,16,1127,"Maksymivka, Zbarazh + Haluschyntsi, Ternipol",Ukraine,,Neogene,Miocene,Badenian,31,2,0,2,2,,,,2,,50
295,298.9,294,Nordkapp Basin I,Norway,,Permian,Cisuralian,Asselian,14,2,1,3,2,,,,3,,200
265.1,268.8,1628,"Marmaro, Chios",Greece,,Permian,Guadalupian,Wordian,16,3,0,2,1,,,,2,,1
227,242,82,Chios,Greece,,Triassic,Middle Triassic,Ladinian/Carnian,17,2,0,2,3,,,,4,,15
443.4,445.2,2963,Porkuni,Estonia,Porkuni,Ordovician,Upper Ordovician,Hirnantian,5,3,0,1,1,3,1,,1,,
